topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and flavorful tacos.,"['enchiladas salvadoreñas', 'salsa', 'vegetarian burrito', 'enchilada', 'churrasco salvadoreno', 'churrasco', 'taco', 'burritos', 'guacamole', 'enchiladas mexicanas', 'churro', 'quesadilla', 'shrimp taco', 'churrasco salvadoreño', 'queso pupusa']",26,"We had the enchiladas salvadoreñas, the platano relleno, the encebollado, and the elote and none of it disappointed.",I frequently come for the beef Pastellitos and the chips and salsa (served with an amazing Chile de arbol that packs a little kick).,Pastelitos are also on point and their salsas are stupid good.,I had a vegetarian burrito and it was very good stuff.,"
I cannot recommend this restaurant enough, my family and I had a shrimp, chicken and vegetarian burrito along with the elote which were all just unbelievable.","

Growing up eating enchiladas, no not mexican enchiladas but actual Salvadoran/Honduran enchiladas was the best but no one ever understood what they were but alas, El Bocado has delivered with authentic enchiladas that remind me of home.","My kids (10,6,5) loved the Pupusas  and the enchiladas.",Very happy that they weren't stingy with it on the enchiladas.,"Besides looking amazing, the enchiladas were absolutely yummy.","Also had the Churrasco Salvadoreno - the steak was delightful, pico do gallo fresh and tangy, but we couldn't stop eating the mixed rice and beans.","The maduros, papusas, sopa de res, churrasco, and the arroz were all fantastic.",The tacos are very fresh and the mango juice is to die for.,"The tacos were stuffed with meat, veggies, and Oaxaca cheese and extremely fresh.",The Tacos were so filling!," Each taco was piled high with flavorful, tender shredded pork, lettuce, pico, sour cream, a little avocado and some mexican cheese.","We got the papusas and some of the carnitas tacos bollo, everything came out fast, hot and delicious.","Best of all, it was so affordable- 2 papusas and 2 orders of tacos and chips for $20.","I'm not typically a burrito person, but their burritos are unique, fresh and delicious.","Everything I have tried from there has been delicious, including the  fried plantains, camarones entomatados, guacamole and of course the pupusas."," We got quesadillas, carnitas, pupusa, lote, guacamole, shrimp tacos, and everything was delicious.",Absolute best guacamole EVER.,"The beans, rice, guacamole and chips were amazing.",The enchiladas Mexicanas are the best enchiladas I've ever had.,"

Churros: Fresh and super crunchy, so good.",I ordered the churrasco Salvadoreño and wow it was just so delicious.," I tried a queso pupusa that was very good, my only complaint is I'd like a little more of the cabbage slaw on the side (next time I'll ask).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and flavorful dishes.,"['meal', 'steak taco', 'beef pastellito', 'dish', 'chicken', 'shrimp dish', 'steak', 'fry chicken', 'pork', 'steak pupusa', 'shrimp', 'beef pastillos', 'cook']",23,"Just roll in with some drinks and have a super solid, unpretentious meal, and support a small family business.",The entire meal was super delicious.,"Highly recommend for a quick, yet flavorful  and well executed meal.",A simple but delicious meal.,Delicious meal and very friendly service.,"My cousin and I ordered the following: Pupusas - Chicharron y queso (Pork and cheese), Plantanis - sweet plantains w/ cheese and sour cream on the side, Elotes - corn, mayo, cheese, and chili powder, Steak Tostadas without beans, and Steak tacos with GRILLED jalapeño and GRILLED scallions.",I frequently come for the beef Pastellitos and the chips and salsa (served with an amazing Chile de arbol that packs a little kick).,"

I will be back very soon to try the other delicious dishes they have on the menu!",The dishes are unique and lovingly prepared.,"This dish was an incredible, I could never describe the flavors.",I ordered a dish with a bit of everything(Parrillada) and it was extremely generous in size and prepared perfectly.,My family ordered a few other different dishes and they all really enjoyed the food.,"My favorite dish is a platter with shrimp, chicken, steak and pork - every protein you can think of.",My chicken with plantain chips was spiced to perfection.,"I would like to order fish but unfortunately no fish today, then the waitress recommended me to order a shrimp dish cooked with tomato, onions and sweet red pepper and rice, beans and chips.","Also had the Churrasco Salvadoreno - the steak was delightful, pico do gallo fresh and tangy, but we couldn't stop eating the mixed rice and beans.","I've had the pork pupusas, but the steak ones are so much better!",Fried chicken on top of a bed of fried green bananas.,It's generously filled with nicely seasoned pork.,She's the one who told us about steak pupusas.,Meat and shrimp tender and juicy with a nice grilled flavor.,As well as the beef pastillos which were great.,"

We stopped in on a random exploratory walk the first time, and had the pleasure of being served by the owner Jackie, who along with her husband who handles the cooking, also runs the restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Amazing place with great food.,"['place', 'mexican place', 'local spot']",20,I love this place.,This place is simply amazing!,This place is... aaaaamazing.,please take my word for it and GO TO THIS PLACE!,Can't say a bad thing about this place!,This place is new but worth checking out.,You should check this place out.,I can't speak more highly of this place.,"I had heard good things about it, but finally after trying it for myself I can attest that this place is amazing.",This place is SO good!, Loved this place.,This place is amazing.,This place really exceeded my expectations.,"
All in all the place was amazing and I would definitely come back!", I love this place and will be coming back lots!!,This place is great!,"Found this place on a Yelp list, and I'm so glad I decided to stop by!",This place is a freakin' gem.,I don't know what to say about this place other than that IT IS PERFECT MEXICAN PLACE IN PHILLY!,This is a great local spot that allows BYOB and has been so good to us during COVID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Great addition to the neighborhood.,"['neighborhood', 'restaurant', 'latinx restaurant', 'restaurant location', 'little restaurant']",19,"All in all, a great addition to the neighborhood!",Great neighborhood spot!, What a great addition to the neighborhood.," What a neighborhood-y feel it has, and the food is AMAZING and so affordable!",They're a wonderful addition to the neighborhood.,The restaurant itself is cute and very clean with tons of parking nearby.,This restaurant is amazing.,One of my most frequented take out spots and one of the many restaurants that make south Philly such a special neighborhood for food!!,So happy to learn about this restaurant!,Checked out this restaurant tonight and we are DEFINITELY going back.,"It's such a cute authentic restaurant, we will definitely be back.",MY FIRST 5/5 STARS RESTAURANT.,"We first went when it first opened, and boy has the restaurant improved!",Do not miss this gem of a pie shaped restaurant!,"
I cannot recommend this restaurant enough, my family and I had a shrimp, chicken and vegetarian burrito along with the elote which were all just unbelievable.","

We stopped in on a random exploratory walk the first time, and had the pleasure of being served by the owner Jackie, who along with her husband who handles the cooking, also runs the restaurant.",A shining addition to the growing boom in Latinx restaurants in the Bella Vista hub.,"This restaurant location is great, there is a public parking across the street and you get two free hours.","After salivating over the menu, I walked down to Passyunk and found the little restaurant quite easily, nestled between 7th street and Passyunk Avenue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Affordable prices for generous portions.,"['price', 'pricing']",18,"The food is really good, the prices are beyond reasonable, and the owner is the nicest human being Ive ever met.","great food plus great price and I mean, their frijol y queso pupusas cured my depression.","Friendly, helpful staff, reasonable prices, good vibe.","The food is top notch, service is quick, price is very reasonable, and the owner is so welcoming and gracious!",Portions are generous and price a steal.,The prices are incredible for the portion sizes.,"
I picked up the check - it would have been a bargain at twice the price (just over $30 for 3 people).",Great food at fair prices with exceptionally friendly service.,"Tasty food, incredibly pleasant service, good prices."," The price point is so affordable and on top of that, it's bring your own alcohol.","Portions are very generous and prices are great
Come with an appetite.",The furnishings are really basic but the prices are great and the charm of the staff is great.,Great prices and they could not have been nicer on the phone and in person with delivery.,Reasonable prices for what we ordered.,The food is outstanding and you can't beat the portions and prices!,"I'm really happy to have found this place so close to my house and with such great portions, prices and TASTE I'm definitely going to become a regular!!"," Generous portions and good pricing, food was amazing!",Very good pricing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Generous portion sizes.,"['portion', 'selection', 'portion size', 'tradition']",15,Everything was fantastic and the portions were huge.," Generous portions and good pricing, food was amazing!","Food was really good, portions were generous and the flavour was great.",Portions are generous and price a steal.,The portions are generous enough for leftover lunch the next day too which is always a plus., A great sized portion and so flavorful.,"Delicious food, generous portions, wonderful people and service.","Portions are very generous and prices are great
Come with an appetite.",The food is outstanding and you can't beat the portions and prices!,"The portion was also very generous, and I honestly struggled to finish my meal (but I persevered)!","I'm really happy to have found this place so close to my house and with such great portions, prices and TASTE I'm definitely going to become a regular!!","

Very unassuming little corner spot on East Passyunk with INSANE flavor through simple, hearty and HUGE portions.",Such tasty food and what a wide selection of choices.,Chunky slices of plantains and pretty big portion size,"It's a passed-down family tradition type of place, and it really shows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and flavorful food.,"['flavor', 'cheese filling', 'cheese pupusa', 'sauce', 'cheese', 'cabbage salad', 'green sauce', 'taste']",14,"EVERYTHING WAS FRESH, FLAVORFUL AND GREAT!",Do wish things were a bit spicier but everything was still very flavorful.,"

Very unassuming little corner spot on East Passyunk with INSANE flavor through simple, hearty and HUGE portions.",They are made with corn flour and it goes super delicious when you choose cheese filling inside.,We started with cheese pupusas - cheesy crunchy goodness topped with a slaw that added the perfect acidity.,"When I ate it by itself it has not much flavor but when I dipped it into the sauce, it's pretty delicious and flavorful.","They were filled with wonderful roasted vegetables (peppers,onion,cabbage), and the sauces were perfect--a smoky red, and fresh green.",You have to make sure to get cheese in the pupusa along with your meat.,"I do like cheese, and the pupusas with cheese do not skimp.",They give great complimentary chips with tasty beans and cheese on top.,The little cabbage salad that came with the pupusas was especially delicious.,Loved the green sauce!,"Not greasy or oily like a lot of places, but rather clean and crisp tastes in all the different dishes we've tried.","I'm really happy to have found this place so close to my house and with such great portions, prices and TASTE I'm definitely going to become a regular!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,The owner is friendly and welcoming.,['owner'],14,"The food is really good, the prices are beyond reasonable, and the owner is the nicest human being Ive ever met.","We even got the chance to meet and have a conversation with the owner, Jackie, who was super amazing and even shared a shot with us to celebrate the evening!","The food is top notch, service is quick, price is very reasonable, and the owner is so welcoming and gracious!",The owner is also super nice she and her husband work thier together and are such an amazing team!,The owner was just delightful and made us feel so welcome.,The owner is also super sweet and provided excellent service.,The owners are a lovely young couple - sweet and caring.,The owner was an incredible host which made the experience so meaningful.,"Everything was fResh, delicious and served by the owner.",The owners are friendly and very accommodating which made the dining in experience extra enjoyable.,"The pupusas are so tasty, and the owner is the sweetest!!!",The platano relleno was delicious and the owner is the sweetest woman who definitely puts love and care into her food and business.,The owner was very friendly and double checked my order to make sure it was correct.,"

We stopped in on a random exploratory walk the first time, and had the pleasure of being served by the owner Jackie, who along with her husband who handles the cooking, also runs the restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Extremely friendly staff.,['staff'],9,"Friendly, helpful staff, reasonable prices, good vibe.",The staff is really sweet!, And I must comment again on how over the top friendly the staff was!,"The food, staff, atmosphere, service, timely manner, noise level, neighborhood, everything is PERFECT.",The staff are friendly and helpful and the food is delicious.,The furnishings are really basic but the prices are great and the charm of the staff is great.,Staff is very friendly and they are always making sure that you have everything that you need.,The staff was so friendly and attentive!,The decor is great and the staff is friendly and personable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,No comments provided,"['pastelito', 'elite', 'combo salvadoreno', 'combo plate', 'platano relleno', 'relleno']",9,"Pupusas revueltas were done well, jugo de nance was perfect, and the pastelitos were delicious.",They are fabulous and we also had Pastelitos which was equally delicious.,Pastelitos are also on point and their salsas are stupid good.,"We loved the pupusas, combo salvadoreno, elites (sweet corn), and pastilitos (sp?).","Must get: pupusas, relleno, and elites!","I tried the Combo Salvadoreno and the cheese and bean pupusa, everything was fresh and delicious.",I always get the pupusas and elotes and loved all of the combo plates I've tried so far.,"We had the enchiladas salvadoreñas, the platano relleno, the encebollado, and the elote and none of it disappointed.",The platano relleno was delicious and the owner is the sweetest woman who definitely puts love and care into her food and business.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Varied and reasonably priced menu.,"['menu', 'kid menu']",9,I will definitely come back to try other stuff that's on the menu!,"Owned and operated by a sweet-faced young woman named Jacqui, the menu is a winning mix of Mexican, Honduran, and Salvadoran cuisine (which means, yes, they have pupusas, and they are on point).",I can't wait to come back and try the rest of the menu.,Can't wait to go back to try other items on the menu.,Everything on the menu is reasonably priced.,Can't wait to try more on their menu!,Will def return to try the rest of the menu - thanks !,"I'm so serious, I wish I had Kombayashi's stomach capacity so I could eat everything on the damn menu.","Bonus, they have a kids menu that is $5 with huge portions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Attentive and friendly waitress.,['waitress'],8,"The waitress was so nice, the service was great.",The service was fast and the waitress was very pleasant and attentive.,"

Bonus points for our really sweet and attentive waitress.",The waitress is very enthusiastic and warm.,"
The waitress was extremely sweet and accommodating.",The waitress was very nice and talked to us.," Jackie was our waitress and I believe the owner and she was SO sweet, accommodating and attentive.","
After seating ourselves, the wonderful waitress brought us some fresh chips topped with beans, alongside a side of tangy dipping sauce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and diverse menu options.,"['hondura and salvadoran dish', 'corn flour', 'steak and onion', 'rice', 'bean', 'bean and cheese pupusa', 'rice and bean']",8,There's a bunch of other Honduras and Salvadoran dishes I want to try next time plus the typical Mexican fare for those less adventurous.,They are made with corn flour and it goes super delicious when you choose cheese filling inside.,But today i tried the Steak and onions served with rice and beans.... i literally inhaled the dish before i was even able to get a picture!,My toddler couldn't get enough of the rice that came with the chicken azada.,"The beans, rice, guacamole and chips were amazing.",They give great complimentary chips with tasty beans and cheese on top., The bean and cheese pupusas are to die for and even better if you get them to dine in., The meat was flavorful and the rice and beans were probably some of the best I've tried in a while.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and mouthwatering papusas.,['papusa'],8,"The papusas (especially cheese & jalapeno), yuca, plantains, and camarones entomatados were all tasty.","All fresh and made there, home made Tortilla chips and home made papusas!!!!","The maduros, papusas, sopa de res, churrasco, and the arroz were all fantastic.",I'm not even joking when I say this is the best papusa I ever had.,Awesome food and they have papusas.,I got the jalapeño and cheese papusas and they melted in my mouth.,This place has great papusas!,"Best of all, it was so affordable- 2 papusas and 2 orders of tacos and chips for $20.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious chips and salsa.,"['chip and salsa', 'tortilla chip', 'chip', 'guacamole and chip']",7,I frequently come for the beef Pastellitos and the chips and salsa (served with an amazing Chile de arbol that packs a little kick).,"All fresh and made there, home made Tortilla chips and home made papusas!!!!",Forgot to mention there is complementary homemade tortilla chips dotted with beans and cheese accompanied by a spicy salsa/sauce which we wanted to bottle and take home.,"Even the chips she brought out were especially good, light and topped with garlicky beans.",And the chips and salad they bring out to every table are AMAZING.,They give great complimentary chips with tasty beans and cheese on top.,The Guacamole and Chips were fresh and delicious!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Authentic and delicious Mexican and El Salvadorian food.,"['el bocado', 'mexican or el salvadorian food']",6,"

Being half Salvadoran and half Honduran, eating at El Bocado was more than I could have asked for!","El Bocado hits the spot, and the team couldn't be more friendly and welcoming.",El Bocado is a great addition to the neighborhood!,El Bocado exceeded my expectations.,I can't wait to go back to El Bocado and try more of the menu.,"I mean, it had been a LONG while since we had genuine Mexican or El Salvadorian food that tasted like home.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious elote dish.,['elote'],6,"We had the enchiladas salvadoreñas, the platano relleno, the encebollado, and the elote and none of it disappointed.","My favorite dish was the elote and, as a huge fan of the dish in general, I can confidently say that this was some of the best I've ever had.",I always get the pupusas and elotes and loved all of the combo plates I've tried so far.,"The elote is also amazing and a must try - a mixture of corn, mayo and crema.", The elotes are fantastic.,"
I cannot recommend this restaurant enough, my family and I had a shrimp, chicken and vegetarian burrito along with the elote which were all just unbelievable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious and satisfying fried plantains.,"['fry plantain', 'plantain', 'vegetable']",5,I paired it with fried plantains which was more than enough food (even for two).,"Everything I have tried from there has been delicious, including the  fried plantains, camarones entomatados, guacamole and of course the pupusas.","

Plantains: not overly charred and not greasy.",Chunky slices of plantains and pretty big portion size,"They were filled with wonderful roasted vegetables (peppers,onion,cabbage), and the sauces were perfect--a smoky red, and fresh green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Fun BYOB experience.,['byob'],5,"
This restaurant is BYOB and does except CC's.", BYOB also can't be beat., It's BYOB which is always fun.,This is a great local spot that allows BYOB and has been so good to us during COVID.,Highly recommend and it is byob!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Variety of fresh juices available for mixing.,"['juice', 'passion fruit juice', 'mango juice', 'fresh juice']",5,"We opted to drink it alone on the rocks, but we were offered an array of juices from which to choose as mixers.",Also try the blackberry and yellowberry juice!,We brought rum and mixed it with the passion fruit juice.,The tacos are very fresh and the mango juice is to die for.,They have fresh juices that work as mixers and can do pitchers of them if you ask.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Will definitely return.,"['return', 'return customer']",5,We will be returning again soon!,We will be returning many times!,I will definitely be returning.,Will definitely return to try other things,Looking forward to being a return customer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,A hidden gem in Philly.,"['gem', 'philly gem']",3,Found another hidden gem today.,We were very happy to find this little gem.,"

Another Philly Gem!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,BYO policy is amazing.,['byo'],3,I didnt see the sign) I love that its a BYO.,"

Of course, BYO is also always amazing.","Plus it's BYO, you literally cannot get any better.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious pupusa revuelta.,['pupusa revuelta'],3,my bf and I had 4 pupusas revueltas and pollo asado.. aaaamazing.,"Pupusas revueltas were done well, jugo de nance was perfect, and the pastelitos were delicious.",Got pupusa revueltas (bean cheese and pork) and sweet plantains for takeout and I'm not even done eating it yet but had to write this!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Excellent overall experience.,"['other thing', 'everything']",3,We have to go back because we want to try a lot of other things.,Everything was superb.,"The food, staff, atmosphere, service, timely manner, noise level, neighborhood, everything is PERFECT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Go-to spot for quick bite/take out.,"['take out', 'quick bite / take out']",3,One of my most frequented take out spots and one of the many restaurants that make south Philly such a special neighborhood for food!!,This will be our go-to take out place.,This place is one of our go-tos and one of our favorite quick bite/take out spots in Philly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Sweet and courteous service.,"['woman', 'girl']",3,"The woman who took care of us was so sweet and personable, her alone could make us come back.",It took a little longer than expected to be prepared and the girl there offered me a soda on the house!,The girl that helped me was really sweet and courteous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Will definitely visit again.,"['visit', 'trip']",3, Will def go back next time we visit Philadelphia !!!,"
Cant wait to visit again",We will come back on another trip to Philly!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,Delicious flan.,['flan'],2, AND oh my goodness I can't forget the FLAN!,"Our entrees were fantastic, and the flan was delicious.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,The server was extremely nice and wonderful.,['server'],2,The server was extremely nice.," I went during a day time lunch in August, and was the only person in there (the server was wonderful).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurants,2mkBNO0XdithuGir_qO6Ag,El Bocado,positive,They put love into what they are doing.,['love'],2,Loved it !!,You can tell that they put love into what they are doing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
