topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
Hotels,156564,Wedgewood Hotel & Spa,negative,In need of renovation.,['hotel'],9,"My husband and I were sadly disappointed in this hotel, after I read rave reviews about how fantastic this hotel was and there is none like it in B.C.","If you are used to four+ star hotels, you may want to continue looking before plunking down the four-star money here!","My husband and I walked into the Wedgewood after leaving the hotel we had booked (the Opus, which was horrible).","However, we both felt the hotel is in need of some renovation.",I wouldn't recommend this hotel for families.,"On one of our stays, the hotel didn't live up to the bar they had set for themselves.","In our view this hotel is extremly pretentious, A Maitre`d that floats around whilst the hard working breakfast staff cant cope and need help, food that is pretty to look at and very adventourous but falls well short of haute cuisine.","This may have been a ""boutique"" hotel at one time, but nowadays, people expect something a little smarter, classier and more polished.",It's a beautiful hotel but I still feel as though it's overpriced.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Depressing and unhelpful atmosphere.,"['wall', 'floor', 'hallway', 'front desk']",5,"The walls were dreary, dank and simply depressing.",Water formed around the hinges of the seat and on the floor of the room.,"The blousy Olde Englishe decor is fussy and overbearing, and not even well executed - the woodwork is cheaply done and the hallways narrow and dimly lit.",The hallway to the suite and the suite itself both smelled strongly of cigarette smoke.,The front desk (more of a corner desk actually) was not helpful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Overpriced compared to other hotels.,"['overprice', 'price', 'expensive', 'value']",5,Tired and overpriced.,Overall DEFINITLEY NOT at all worth the price charged.,"The room was beautiful with a jacuzzi tub and a nice big bed but, the more I think about it, it still wasn't worth the price necessarily.",Overall a very expensive hotel.,"But, it's not nearly the value of other niche hotels in the city, or even some of its nearby, traditional competitors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Disturbing construction noise.,['noise'],4,"Unfortunately, we were next to a couple of rooms being renovated and were awoken every morning (8 AM) to loud noises.","At 7 am, there was street construction noise.","Unfortunately, the second morning, I awoke at 7am due to jackhammer noise along with the beep beep beep that construction equipment makes when backing up and general construction noise.","We tried the 11th floor, but the noise was not any better so checked out and went to another hotel down the street.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Inexperienced staff with limited knowledge.,['staff'],4,Our room was beautiful and the housekeeping service was impeccable but I have to say I was not impressed with the rest of the staff and for this reason I will probably not stay there again.,"We have folding bikes that we need to have stored, so we are more of a bother than most people to that part of the staff.",The staff smiles more than it performs and made some mistakes that embarassed us and the couple in the room to which they sent us.,The staff seemed young (I am 36) with very little insight into the local sights or how to even get around.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,The meal at Bacchus Restaurant felt rushed.,"['food', 'meal']",4,"We paid for a suite, which was over $350\/US nightly, so, we expected five star service, food and accommodations.","The food, which for dinner we paid over $100 to eat in our room, not including drinks, was so-so.","In our view this hotel is extremly pretentious, A Maitre`d that floats around whilst the hard working breakfast staff cant cope and need help, food that is pretty to look at and very adventourous but falls well short of haute cuisine.",The only downside was that we ate in their Bacchus Restaurant one night and we felt the meal was rushed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Unpleasant experience due to a recurring problem.,"['disappointment', 'problem']",4,This was a disappointment.,It is strange that we have stayed in Vancouver a half dozen times and never had this problem before.,"Because of this problem, we would not stay at this hotel again.l",To the hotels credit we were quickly transferred to a suite on the 6th floor - where this problem did not exist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Outdated decor and furniture.,"['decor', 'furniture']",3,"It's not changed in a decade (at least, possibly longer), and some of the fixtures and decore are dated.","The blousy Olde Englishe decor is fussy and overbearing, and not even well executed - the woodwork is cheaply done and the hallways narrow and dimly lit.",The furniture was old and tired.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Issue with the toilet in the suite.,['toilet'],2,Our only real complaint was about the toilet in the bathroom of our suite.,We were told at the desk that condensation is a problem in Vancouver and that caused a problem with toilets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Limited gym facilities.,['gym'],2,"The Wedgewood is definitely quirky--the decor is so dated it's new again (high late-sixties-to-early-seventies), the gym teeny, the bar so retro it's got a piano guy.",He said it that calling it a gym is a stretch - more of a work-out bathroom really.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,No salient key point can be generated from the given comments and aspects.,['view'],2,No real view but well appointed rooms and good beds.,"across from the front of the hotel is under construction, so I doubt any ""views"" are great right now.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,The suite is misleading.,['suite'],2,We had a mid floor “suite.” Suite is a misnomer.,The hallway to the suite and the suite itself both smelled strongly of cigarette smoke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,negative,Unfriendly valet service.,['valet'],2,When we arrived by Taxi we carried our bags into the hotel while the kid working the valet stayed at his stand.,Not once during our stay did the gentlemen working the valet open the door for us and greet us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,positive,The Wedgewood Hotel is highly recommended.,"['hotel', 'restaurant', 'boutique hotel', 'wedgewood hotel', 'bacchus restaurant', 'luxury boutique hotel', 'hotel restaurant', 'wedgewood hotel and spa']",99,Can't say enough good about this hotel.,The Wedgewood is our hotel of choice whenever we come to Vancouver.,"The hotel was beautiful and charming, and we really enjoyed our stay.",Picked the Wedgewood Hotel for a short Vancouver vacation based on reviews here as well as Yelp.com.,Room as well as the rest of the hotel are tastefully decorated.,I have stayed in many great hotels before and I must say that the Wedgewood has been one of the best; I would not hesitate to go back.,The Wedgewood is a wonderful hotel in every respect.,All in all a very enjoyable stay in a hotel that has the peresonal touch.,A very plush hotel.,Well presented hotel.,"We have stayed at many downtown hotels (pan pacific, wall centre, sutton place) but this is the best of the lot, and we will continue to stay there.",A little bit older and more sedate than the larger hotels but that is part of its charm.,You can stay at the Wedgewood and still have a full day in Whistler without changing hotels.,The hotel was amazing.,I highly recommend this hotel to anyone.,"A great hotel, thoroughly recommended.","A very well run hotel without some of the annoying ""cool"" factor that affects some of the newer properties in the City.",We were excited about staying at a hotel belonging to the Relais & Chateaux chain since we had not stayed at one in a while.,I would definitely recommend this hotel to ANYBODY and we'll definitely be going back when we have the time!,We loved the hotel.,"I love old-world, boutique hotels.",We really feel like we couldn't have picked a better hotel in Vancouver.,The hotel is beautifully and tastefully refurbished.,A beautiful hotel in a beautiful location for those lucky enough to experience it and its special ambience.,The old world charm and general ambience of the hotel set the tone for our conference and certainly put the team in the right frame of mind for inventive and collaborative thinking.,We stayed at the Wedgewood Hotel in downtown Vancouver for our third anniversary and were not disappointed in the least!,"We spent three wonderful days in this beautiful, stylish hotel.",We would recommend this hotel to anyone visiting Vancouver and looking for a special place to spend some time enjoying.,The hotel itself is small but inviting and has a very proper english vibe.,Overall a very nice hotel that has a great location downtown.,"I would say this hotel is a great place to stay for a splurge - wedding night, anniversary, one night of a longer trip but I can't imagine it would be worth the $300 or more a night to stay here for a full week.",We were extremely impressed with the hotel.,We found ourselves looking forward to returning to our hotel each day and night.,We decided to check out for two days for a quick visit to Whistler and the hotel offered to keep some or our luggage so that we could travel lightly.,"This is a very nice, cozy boutique hotel.",The hotel is close to Robson street so lots of shopping and restaurant choices -- really nice area.,I just got married over the July 4th weekend and spent a few absolutely wonderful days and nights at the Wedgewood Hotel.,We highly recommend this hotel.,This a great hotel.,"OK we didn't like Vancouver, but loved this Hotel, which was the saving grace really.","I think Vancouver is one of those places you either love or hate, either way, this Hotel is well recommended.",I filled out a questionnaire about the hotel before we left and when we got back home there was a lovely letter from the hotel saying how much they appreciated the feedback.,I would thoroughly recommend this hotel to anyone staying in Vancouver.,Very nice hotel.,Seemed more intimate and friendly than the other top-end hotels in Vancouver.,"We booked this hotel based on Trip Advisor reviews for a last minute night away, and were very happy with the choice.","The hotel is lovely, well appointed, and the rooms were beautiful.",I will definitely stay at this hotel again.,WE loved this hotel.,This is an excellent European-style hotel in Vancouver.,Wedgewood is a charming boutique hotel in a nice area of Vancouver.,A very classy hotel.,I travelled to Vancouver on business for many years and this hotel was my favorite.,This boutique hotel pampers the guests.,By far the best 5 star hotel in Vancouver.,"We were given a lovely suite, very well appointed on the 8th floor of the front side of the hotel and settled in for a 4 night stay.","The hotel is near a nice market, movie theater, Robson street shopping and plenty of good restaurants.","The hotel is beautiful and the staff are very nice, but I do wish they had told us about the construction.",Fifth Amazing Thing: The hotel is within walking distance to everything!!,"Seventh Amazing Thing: The hotel has a warm and inviting feel.... Wow, I'm going back!",My wife and I were celebrating a special anniversary so we decided to go to the most talked about hotel in our city and we were certainly not disappointed.,"This hotel has quickly become my preferred Hotel when I visit Vancouver, knocking Sutton Place, The Fairmont Hotel Vancouver and Hyatt out of my top preferred Hotels in the area.",He recommended a great restaurant to us (Coast).,"This hotel came highly recommended and we were not disappointed very friendly staff who always had a smile, lively bar & restaurant and just lovely rooms.",(The restaurant is on the higher end but for a special occasion it is the best!),"Comfortable, clean, great service, excellent lounge bar for cocktails and good restaurant.",The restaurant was amazing!,Also the restaurant is beautiful with a pleasant staff and good food.,The Wedgewood's lobby and restaurant were beautiful and lived up to my expectations.,"The lobby, bar and restaurant are beautifully decorated - very opulent.","We enjoyed 2 evening meals in the restaurant which were superb, the food was out of this world.",The bar and restaurant service was extremely organised and attentive - they seemed to anticipate things you need before you thought of them yourself!,"There is a suberb restaurant, with an award winning chef, where the food is always outstanding.",There are many small cafes and restaurants nearby.,"The hotel bar and restaurant is lovely with excellent food and cocktails (and pricey)--dark panelled wood, velvet drapes and a fireplace.",We've stayed at the Wedgewood before and marvelled at the service and the restaurant was no different.,The restaurant is excellent.,Breakfast and lunch in the restaurant were delicious and I did not think it was outrageously expensive.,"Nice bar and restaurant in the hotel, too.","The restaurant is just delicious and the room (we had a suite) was just right, luxurious and elegant, without being over the top.",We had lunch and drinks in the attached restaurant which also has a great atmosphere.,"We decided to eat at the inhouse restaurant, Bacchus, the food was delicious, the service was pleasing.",The bar had a great atmosphere and the restaurant was fantastic.,The bar and restaurant were delightful.,"With some of my favourite restaurants all around (The Bellagio or Cactus club for casual and quick, Don Francesco's for a Risotto, Starbucks or Tim's for Coffee...the list goes on!)",The Wedgewood is a smaller boutique hotel nestled among some stiff competition.,I find this type of boutique hotel charming and as a single for the most part traveller I feel very safe here.,The Wedgewood Hotel is one of my favourite places to be!,We were so pleasantly surprised by the Wedgewood Hotel.,We chose the hotel because of the reviews written and the Wedgewood Hotel and staff did not disapoint.,"I loved the Bacchus restaurant - for Breakfast, you get to sit in big comfortable armchairs by the fireplace (with a roaring fire in it in the winter!).","room service was good and had a great meal in the bacchus restaurant quite pricey but not too expensive for a special treat, location was very central but vancouver is not an enormous city and we found it very walkable.All in all we would go again and be happy to stay at the wedgewood.","I was hosting a dinner and chose Bacchus Restaurant at the Wedgewood Hotel because I trusted them completely to make the evening a success - and they did, in spades.","In addition, we spent a fabulous evening in the Bacchus Restaurant celebrating our anniversary.",We got a voucher for the Bacchus restaurant which was fantastic.,The Bacchus Restaurant in the hotel is over the top; the food is top notch and the setting is romantic.,"Special rates are sometimes available for the Wedgewood and, if you can find one, you can stay in a nice luxury boutique hotel for about the same price or only a little more than the mass market ones the cruise lines use.",Our first night there we ate at the hotel restaurant and were treated very well.,I was thrilled upon entering the gorgeous Wedgewood Hotel and Spa.,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,positive,Beautiful and spacious bathroom.,"['bathroom', 'lounge', 'room', 'balcony', 'room service', 'spacious', 'executive room', 'hotel room', 'terrace', 'bacchus lounge', 'guest room', 'dine space', 'bedroom', 'room amenity', 'living room', 'eucalyptus steam room']",87,"The complimentary chocolates and cookies were a very nice touch and a BIG bathtub for two, not in the bathroom, but IN the room itself.",The bathroom was great.,They upgraded our room at no additional cost and gave a beautiful suite with an amazing bathroom and large balcony.,"The room was really spacious, and the bathroom was spectacular.",The bathroom was lovely with a huge walk-in shower.,Bathrooms are modern and elegant.,The bathroom was super clean - always a plus!,The rooms are small but very nice and the bathrooms seem newly updated.,"We had a nice balcony - that was a good length and spotlessly clean, and the bathroom was modern - and the shower had great water pressure, but the bedroom and living room both showed their age.","We had a gorgeous, spacious living room with a fireplace and a big bathroom with a double size jacuzzi tub that opened into the bedroom.",Bathroom looked new.,The bathroom was my favorite - oversized tub and gorgeous tile.,"The room (one king and a separate area pullout) was immaculate with a beautiful, updated bathroom.","We stayed at a Wedgewood Suite beautifully decorated in cool brown and gold tones, silk fabrics and two luxurious spa bathrooms complete with pillar candles and bath salts for the double jetted tub - very romantic!!","The lounge is fantastic - intimate and urban, with really good food and drink.",The lobby and lounge are beautiful with an old world feel.,The rooms are tastefully decorated and very clean.,"Our room was fabulous - wonderful big bed, amazing bath, and a lovely balcony with great views out over the city.",Our room was beautiful and the housekeeping service was impeccable but I have to say I was not impressed with the rest of the staff and for this reason I will probably not stay there again.,"The room was lovely, clean and well furnished.",Room as well as the rest of the hotel are tastefully decorated.,"The rooms were large, comfy and very clean.","This hotel came highly recommended and we were not disappointed very friendly staff who always had a smile, lively bar & restaurant and just lovely rooms.","We did not get a room overlooking Robson Square but it didn't matter this place is all about quality, bed linens, marble showers, soaker tubs, furniture and the most comfortable beds.","When it comes to service, value, atmosphere, professional\/friendly staff, large, well equipped rooms, you will not find a better hotel.","The room was perfect, with all the commodities but with an extra touch (we stayed in one of the Wedgewood Suites - greatly reduced rates in the winter months!",The rooms are lovely.,Our room was beautiful and well appointed.,On a previous visit we stayed in the Fairmont Waterfront which is another fantastic hotel but i think the Wedgewood pips it for it's little touches as well as it's great rooms.,"but the rooms were spotless, the service excellent, the location great.",Rooms are clean and the staff are very friendly.,The room was very spacious and well appointed with high quality linens.,The second visit found me in a standard room... also spacious and refined.,The room was luxurious and the entire staff was overwhelmingly helpful and friendly.,The room was large and included a terrace the length of the apartment-like suite.,"We were lucky enough to be given an upgrade to our room, which was beautiful.","It had a balcony with a great view of the Art Gallery and the city, and a spa bath in the corner of the room.",No real view but well appointed rooms and good beds.,"Our room was rather spacious and located on the east side overlooking the courthouses, art museum and gardens.",I was in an Executive room with two double beds and the room was very nice.,The room was appointed with a very comfortable sofa and wing chair and small bar at the one end.,"Our room, 8th floor, was large and handsomely furnished and equipped.",We stayed for 3 nights in a jr. suite king room which had a living room and bedroom with drapery across the doorway between and a small balcony.,We received 25% off the room plus 25% off all meals in Bacchus.,The rooms were very nice and we enjoyed the large tub in the bedroom.,I had a standard room and it was very spacious.,"To top it off, we were brought (free of charge) a basket of seasonal fruit and nuts to graze on as we finished our drinks... Definitely one of the best rooms in the city, with service to match.","The rooms were elegantly appointed and comfortable, the bar has to be one of the best hotel bars in North America, and the location near Robson Street is excellent.",The room we were provided was luxurious and the service was top notch.,"The rooms are excellent, we stayed here for 2 nights before doing a Grizzly bear tour up the coast, then returned for a 3rd night before leaving Vancouver.",We went there on our honeymoon and were upgraded to a gorgeous room with a complimentary bottle on the first night and chocolates on the second.,Each night we also had fresh cookies left in the room when the staff did the turn down service :-) The room was spacious and comfortable with free wi-fi (something a lot of the hotels we stayed in did not offer).,Room was very nice with two large beds (as planned and expected) but there were cookies and candies (unexpected) which made it a very welcoming impression.,Every time we came back to the room we were able to slip between the cold sheets and refresh and rejuvenate.,"We had a great view of downtown Vancouver, and really enjoyed the room.",Service was impeccable and our rooms were quite large with a balcony.,"We were upgraded to a 2 room, 2 bathroom suite on check-in and the room did, as requested, overlook the square.",We had a great room with balcony and hugh tub in the bedroom!,"The room, a junior suite, was large and very comfortable with separate living and sleeping areas.",The rooms are very big for a city centre hotel and well appointed.,The room was a delux King that was exceptionally well appointed.,The room was lovely and very comfortable with a large sofa\/chaise combo in the living room that fit the two of us wonderfully.,"The hotel is in an older building, however all of the rooms are very well appointed.",The room was awesome and the bed was unbelievable!,Second Amazing Thing: The room had a big jacuzzi tub... Third Amazing Thing: The bed...OMG!,The room overlooked Robson Square and is only a few minutes walk to Robson street.,We had a large balcony and enjoyed looking down on the bustling street.,It was pure luxury in the executive king suite with balcony.,The balcony was not your usual step out...it was huge with room for a table and chairs -- would have been wonderful to sit outside in the summer.,"An expensive hotel, but each room with balcony (good for smoking in a non-smoking city), half the balconies overlook beautiful Federal Court square.","The little touches we appreciated: being given a private area in the Bacchus restaurant and bar lounge so that we could sip some cocktails while keeping our son with us (children are not admitted in the main bar), the amazing room service (great food from the Bacchus restaurant - the desserts are a pure delight - and the service is faultless), the unexpected baby toiletries in the room, the best blueberry pancakes I've ever tasted and the complementary Belgium chocolates and nightly freshly baked cookies.","room service was good and had a great meal in the bacchus restaurant quite pricey but not too expensive for a special treat, location was very central but vancouver is not an enormous city and we found it very walkable.All in all we would go again and be happy to stay at the wedgewood.",Three girlfriends and I spoiled ourselves with spa services and room service during our stay!,"We had room service for dinner one night, and our waiter fussed over us to make sure everything was perfect!","we booked a suite; it's been perfect, comfortable and cozy and spacious and very very very quiet and well-maintained.","The executive room is spacious, well lit, and the bathtub for two in the corner of the room is spectacular.","The hotel rooms are very clean, and I would recommend this place to anyone wanting a romantic getaway...",The hotel rooms and decor are super combined with a great location (if there is such a thing in downtown Vancouver).,The food was delicious and in the mornings we had breakfast in our bathrobes on our private terrace - it felt like a scene out of Pretty Woman!,Bacchus lounge and restaurant in the hotel's lobby was a fabulous place to enjoy a martini next to a roaring fire.,Several friends and I stopped by the Bacchus lounge on Friday night and had a fantastic time.,Suites and guest rooms are luxuriously comfortable.,"It provides both casual or intimate dining spaces, especially if one is lucky enough to be seated in front of the beautiful fireplace.",In the bedroom was an amazingly comfortable king bed with top end linens .,The bedroom had a very comfortable king bed with wonderful linens and pillows.,The room amenities are first class.,a great eucalyptus steam room and the aestheticians were some of the best we've ever tried.,,,,,,,,,,,,,,,,,,,
Hotels,156564,Wedgewood Hotel & Spa,positive,Excellent service.,"['service', 'location', 'business center', 'service touch', 'facility', 'reservation', 'customer service', 'special service', 'restaurant recommendation']",75,"We spent half the money we did in Bellevue and received two times the service, food quality and comfortable night stay.",The service is consistently good at the Wedgewood.,This type of service really set the Wedgewood apart from the majority of hotels we've stayed in (at this price point).,The service was incredible.,"When it comes to service, value, atmosphere, professional\/friendly staff, large, well equipped rooms, you will not find a better hotel.",We always enjoy the service and food quality at The Bacchus lounge and restaurant.,"), the service was outstanding (the staff was great with our 18 months old son even though this was clearly not a place where many babies get taken) and the location couldn't be better (right in the middle of all the shops and restaurants in Downtown Vancouver).",The service is impeccable.,"but the rooms were spotless, the service excellent, the location great.","Comfortable, clean, great service, excellent lounge bar for cocktails and good restaurant.",Excellent service.,"Still, the service was very good, and our room had a nice view of the park.","We stayed here for 2 nights in May 2010 and were very impressed with the service from all staff and also for small touches such as free bottled water provided every day (3 bottles due to triple share), 3 sets of towels etc.",Highly professional and pleasant service.,"Service was impeccable, and the location ideal.",Location of the hotel is near most shopping and restaurants so it makes things quite accessible.Service was extremely prompt and courteous in everything that they did.,Be aware that parking is by valet at additional cost but is quick and the service is as friendly as every other department in this property.,"The service was excellent--understated, friendly and professional.","(Nothing stood out as being unusual, creative, or the best ever) With all of that said, the service throughout the hotel was excellent.",We've stayed at the Wedgewood before and marvelled at the service and the restaurant was no different.,"To top it off, we were brought (free of charge) a basket of seasonal fruit and nuts to graze on as we finished our drinks... Definitely one of the best rooms in the city, with service to match.",The service throughout the dinner was superb and lacked nothing.,"Most importantly, the service was sincere and not put-on - the team clearly wanted to ensure our dinner was perfect.",Our clients have entered into a long term partnership with our company because they value the commitment to high quality and service we think our company delivers.,"Quiet, with accomodating and professional service.",The room we were provided was luxurious and the service was top notch.,"They epitomize ""outstanding service"".",If you are looking for a great place to stay in Vancouver with excellent service and a prime location - look no further!,Once again the service was excellent and the staff very friendly.,Service was impeccable and our rooms were quite large with a balcony.,"We decided to eat at the inhouse restaurant, Bacchus, the food was delicious, the service was pleasing.",The service was first rate and everyone greeted us with a smile.,"The location is amazing, steps away from all the stores, restaurants and theatres and the service couldn't have been more professional and friendly at the same time.","The location is great - a five minute walk (or less) to Pacific Centre, Robson street, the Art Gallery and great restaurants.","The location of the hotel is excellent, we were able to access many activities easily.",The location is great and near to the heart of Vancouver with all its attractions and good shopping.,"The location is very central to Vancouver, once you get your bearings it's very doable to walk most places.",The location is great.,Great location just off Robson Street makes everywhere walkable in a city that is a joy to walk around.,A perfect central location for exploring Vancouver.,"The location is very good - near the art gallery, shopping, and walking distance (or a short cab ride) to many restaurants.","room service was good and had a great meal in the bacchus restaurant quite pricey but not too expensive for a special treat, location was very central but vancouver is not an enormous city and we found it very walkable.All in all we would go again and be happy to stay at the wedgewood.",Good location for downtown Vancouver.,It is a perfect location.,Location was perfect.,"Bottom line, the Wedgewood with its top notch customer service and location will not disappoint, however, this likely won't be the best hotel experience in a major international city.","Location was excellent, close to all attractions and transport.","Rooms are a bit frayed at the seams - carpet, upholstery, furniture all a bit dated and ready for an upgrade, but the location is superb, and overall experience very satisfactory.","Location downtown was unbeatably close to Robson St shopping (1\/2 block), restaurants like Coast and Joe Fortes (2 blocks), Vancouver Art Gallery (2 blocks), and Rogers Arena (7 blocks).",The hotel is in a great location - easy to access the shopping & great restaurants that Vancouver has to offer.,"Also, the location is great.","On the plus side, a great location, and wonderful staff.",The location of the hotel couldn't have been better - it really is in the heart of downtown.,A beautiful hotel in a beautiful location for those lucky enough to experience it and its special ambience.,The best thing about the Wedgewood is the location.,"The hotel also benefits from being in a fantastic location right in the center of downtown, which helped make exploring Vancouver very easy.",Extremely convenient downtown location allowed us to walk to a lot of places and loved the energy and everything about it!,Oh yes and the location is just great.,"The rooms were elegantly appointed and comfortable, the bar has to be one of the best hotel bars in North America, and the location near Robson Street is excellent.",Good location right downtown.,The location is great for seeing the city and after a long day you feel at home once you come through the doors.,The location is fabulous.,"Good location, close to the main shopping area and walkable to everything.",Great location and the bar restaurant is awesome with the windows opened up onto the street- felt like a quaint French hotel.,The location couldn't have been better just a few steps from Robson Street.,Great location in downtown.,"The location is excellent, sufficiently away from the hustle and bustle but close enough to walk everywhere in the centre.",The location is ideal just next to Robson street and a short walk from the bay.,The location is perfect!,"One nice touch is the business center on the second floor, good speed computers are available for guests use at no extra charge, we could stay in touch with our family back in the UK daily without worrying about being charged a fortune.",That was a great service touch.,The facilities were exceptional including a giant size soak tub for 2.,I may even make reservations to take my husband back for a romantic weekend.,"Despite our being underdressed, we got the same special service as everybody else.",Good restaurant recommendations from the staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
